SMILES,Experimental value,Status
O=C1C=C(N(N1c2nc(nc(OC)c2)C)C)C,0.699999988079071,Training
c1ccc2cc3cc(ccc3(cc2(c1)))CC,5.84999990463257,Training
c1ccc3c(c1)N(c2cc(ccc2S3)SC)CCC4N(C)CCCC4,5.90000009536743,Training
O=C(OCCCC)c1cc(O)c(O)c(O)c1,2.41000008583069,Training
c1cc(ccc1C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,4.61999988555908,Training
OCC3CCC4C(C)C(OCC)OC1OC2(OOC14(C3(CC2)))(C),2.07999992370605,Training
n1cccc3c1C(c2ccccc2CC3)=C4CCN(C)CC4,3.58999991416931,Training
O=C(NN(C(=O)c1ccccc1Cl)C(C)(C)C)c2ccccc2,2.58999991416931,Training
O=P(OCCCC)(OCCCC)C,3.25999999046326,Training
O=C(Oc1cccc(c1)C2(C(=O)CC)(CCN(C)CC2))C(C)(C)C,2.58999991416931,Training
Oc1ccc2c(c1)CCC3C2CCC4(C)(C(O)C(O)CC34),2.45000004768372,Training
n1ccc(cc1NCc2ccc(cc2)C)c3nc(n[nH]3)N,2.69000005722046,Training
O=C1Nc3ccc(cc3(C(=NC1)c2ncccc2))Br,2.04999995231628,Training
O=[N+]([O-])c1ccc2oncc2(c1),1.46000003814697,Training
O=C(ON=C(C)C(C)SC)NC,1.10000002384186,Training
O=C(O)COc1cccc(c1)SC,1.89999997615814,Training
O=C(Nc2ccc(OCCc1ccc(cc1)C)cc2)N(OC)C,3.80999994277954,Training
Fc3ccc(OCCCN2CCN(c1ccccc1(OC))CC2)cc3,4.09999990463257,Training
O=C(O)CC(O)(C(=O)O)CC(=O)O,-1.63999998569489,Training
O=C(O)C(c1ccc(cc1)c2nc(cs2)CC=C)C,4.1100001335144,Training
n1c3ccccc3(nc2ccccc12),2.83999991416931,Training
O=C(OC(C)C)C(C(=O)OC(C)C)=C1SCCS1,2.88000011444092,Training
O=C1NC=C(F)C(=O)N1C(=O)c2ccccc2,0.800000011920929,Training
O=C(Nc1cccc(c1C)C)C,1.35000002384186,Training
O1CCOCCOCCOCC1,-0.0399999991059303,Training
c1ccc2c(c1)CC3(NC)(CCCCC23),3.4300000667572,Training
O=C(OC1COC1)c2ccccc2S(=O)(=O)NC(=O)Nc3nc(cc(n3)C)C,1.10000002384186,Training
O=C(O)C=Cc1ccc(OC)c(OC)c1,2.33999991416931,Training
O=C(OCC(=O)NC(CO)(CO)CO)c1ccccc1,0.25,Training
O=C1NC(=O)C(=C(N1)C)N(CCF)CCCl,0.850000023841858,Training
N(=C1NCCN1)c2c(cc(cc2Cl)C)Cl,1.91999995708466,Training
O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))Cl)C,2.75,Training
N#Cc1nc2ccccc2(cc1),1.60000002384186,Training
O=C(N)C(NC(=O)C(NC(=O)C(NC(=O)C)C(C)C)C)C(C)C,-0.670000016689301,Training
O=C(NC(C(O)C)C1OC(C(O)C(O)C1(O))SCC)C2N(CC)CC(CCC)C2,1.9099999666214,Training
O=C(NCCCC)c1cnccc1,0.899999976158142,Training
O=C1c4ccccc4(N=C3N1CN(c2ccc(cc2)C)C3C),2.16000008583069,Training
Fc1ccc(cc1)C(O)(c2ccc(cc2)c3ccccc3)Cn4cncc4,4.23000001907349,Training
O=C(O)CCC(=O)NN(C)C,-1.5,Training
O=C(NCC1N(CC=C)CCC1)c2cc3[nH]nnc3(cc2(OC)),1.78999996185303,Training
O=C(O)CCCc2c[nH]c1ccccc12,2.29999995231628,Training
O=C(OCC)c1cnncc1,0.230000004172325,Training
O=C1C=C(C)C2CC1C2(C)(C),2.23000001907349,Training
O=C3c1ccccc1C(=O)C3(c2ccc(cc2)C(C)(C)C),4.88000011444092,Training
O=[N+]([O-])c1cc(cc(c1)Cl)Cl,3.08999991416931,Training
N1=C(OC(C1)COc2cccc(c2)N(C)C)N,1.39999997615814,Training
O=C(NCCN1CCOCC1)CC(O)C(NC(=O)C(NC(=O)C(Cc2ccc3ccccc3(c2))Cc5cccc4ccccc45)CC#CCNC(=N)N[N+](=O)[O-])CC6CCCCC6,4.73000001907349,Training
O=C(OCC)c1ccc(cc1)S(=O)(=O)N,1.16999995708466,Training
O=C(OCC)c1oc2ccccc2(c1),3.04999995231628,Training
n1cccc(c1)CCCN,0.439999997615814,Training
O=C(NC(C1OC(C(O)C(O)C1(O))SC)C(C)Cl)C2N(C)CC(CCC)C2,2.16000008583069,Training
O=C(c2ccnc1cc(ccc12)Cl)C,2.61999988555908,Training
O=C(Nc1cc(c(c(c1)C)Br)C)N(C)C,2.92000007629395,Training
C(N(CC)CC)(=S)SSC(N(CC)CC)=S,3.88000011444092,Training
O=C(O)C4=C(CSc1nncs1)CSC3N4(C(=O)C3(NC(=O)Cn2nnnc2)),-0.670000016689301,Training
O=C(NC(C(O)C)C1OC(C(O)C(O)C1(O))SC)C2N(CC)CC(CCC)C2,1.01999998092651,Training
O=C(OC(c1ccc(OC)cc1)C(Cl)(Cl)Cl)C,3.72000002861023,Training
CCCC,2.89000010490418,Training
O=C(NN(C(=O)c1ccccc1Cl)C(C)(C)C)c2ccccc2Cl,2.75,Training
O=S(=O)(N(c1ccccc1)C)C,1.01999998092651,Training
O=C2N6c1ccc(cc1C57(CCN4CC3=CCOC(C2)C(C3CC45)C67))[N+](=O)[O-],1.61000001430511,Training
n1ccnc(c1OCC)C,1.82000005245209,Training
O=C(N)NOCc1ccc(cc1[N+](=O)[O-])S(=O)(=O)N(C)CCNC,0.449999988079071,Training
O=C(N)c1ccc(N=NN(C)C(C)C)cc1,2.01999998092651,Training
O=C(OC)c1cc(ccc1[N+](=O)[O-])S(=O)(=O)c2ccc(cc2Cl)C(F)(F)F,3.5699999332428,Training
O=C1c3ccccc3(C(=O)c2c(N)cccc12),3.74000000953674,Training
FC(F)(F)c2cccc(OC1OC(CO)C(O)C(O)C1(O))c2,0.490000009536743,Training
O=C(OCC)C(=Cc1ccc(cc1Cl)Cl)C(=O)C,3.67000007629395,Training
C(=C)=C,1.45000004768372,Training
O=C1NC(=O)N(C=C1(F))C(=O)NCCCC,1.44000005722046,Training
O=S(=O)(NCCSP(OC(C)C)(OC(C)C)=S)c1ccccc1,4.19999980926514,Training
O=C(N)C(NC(=O)C(NC(=O)C(NC(=O)C)C(C)CC)Cc1ccccc1)C,0.519999980926514,Training
O=S(c3ccc(c1nc2ncc(N)cc2([nH]1))c(OC)c3)C,0.330000013113022,Training
n1c(nc(nc1NC2CCC2)Cl)NCC,2.76999998092651,Training
O=C(OCCCCC)NC,1.96000003814697,Training
O=C(C=C)NCCN1CCOCC1,-0.550000011920929,Training
O=C(OC(C)C)C=C(C=CCC(C)CCCC(OC)(C)C)C,5.5,Training
O=C(Oc1ccccc1CC)C,2.42000007629395,Training
O=C(NC1CC1)c2cc(cc(c2(O))C)Br,3.79999995231628,Training
O=C(OC)CSc1ccccc1[N+](=O)[O-],1.87999999523163,Training
O=C(OCC)Nc1ccccc1,2.29999995231628,Training
c1cc(c(cc1Cl)c2cc(c(cc2Cl)Cl)Cl)Cl,6.80000019073486,Training
O=C(O)C(Cl)Cl,0.920000016689301,Training
O=C(Oc1ccccc1Cl)c2ccc(N)cc2(O),3.72000002861023,Training
O=C(OCCCCC)C(C(=O)OCCCCC)=C1SCCS1,5.59999990463257,Training
CC1CCCCC1,3.60999989509583,Training
O=C(O)Cc1ccc(cc1)CCCCC,3.75,Training
O=C(C)C(C)CN1CCCCC1,1.27999997138977,Training
n2ccc(Nc1ccc(OC)cc1)c3ccc(cc23)Cl,4.94000005722046,Training
O=C(O)C=Cc1ccc2OCOc2(c1),2.58999991416931,Training
O=C(c1ccc(cc1)C(O)(c2ccc(cc2)c3ccncc3)Cn4cncc4)C,2.41000008583069,Training
O=C1OCCN1N(C(=O)COC)c2c(cccc2C)C,0.800000011920929,Training
OCC2OC(Oc1ccc(N)cc1)C(O)C(O)C2(O),-2.67000007629395,Training
O=C(N)c1cccc(OC)c1,0.850000023841858,Training
N#Cc1cc(cnc1N2CCCC2)c3ccncc3,2.95000004768372,Training
O=C(N)c1nonc1C,0.310000002384186,Training
O=C(Nc1ccccc1(O))C,0.72000002861023,Training
O=P(N(N=Cc1ccc(cc1)Cl)c2ccccc2)(N3CC3)N4CC4,0.349999994039536,Training
O=C(C=Cc1ccc(cc1)C(F)(F)F)C,3.13000011444092,Training
O=C(OCCC)c1cocc1,2.35999989509583,Training
O=C1OC3(c2ccccc12)(CCCC3),2.55999994277954,Training
O(Cc1ccccc1C)C3CC2(OC3(C)(CC2))C(C)C,4.61999988555908,Training
O=S(=O)(c1cccc(OC)c1)C,0.759999990463257,Training
N(c1cc(ccc1Cl)C)=C2NCCN2,1.83000004291534,Training
n1c3cc(ccc3([nH]c1Cc2ccc(cc2)Cl))Cl,5.17999982833862,Training
O=C2NC(=O)C(c1ccccc1)(C(=O)N2C(C)C)CC,2.57999992370605,Training
O=C(NCNCC(C)C)c1ccccc1,1.73000001907349,Training
C1=C(C)CCC2C1C2(C)(C),4.44000005722046,Training
O=C(O)c1ccc(N)cc1(OCCC),1.52999997138977,Training
O=S(=O)(N)c2cc1c(N=CNS1(=O)(=O))cc2(F),-0.28999999165535,Training
O=C1NC(=O)N(C=C1(F))Cc2ccc(cc2)Cl,1.63999998569489,Training
Fc1cccc(c1)C2OCCNC2,1.41999995708466,Training
O=C(OCC)c1cncnc1,0.519999980926514,Training
O=C(Oc1ccccc1[N+](=O)[O-])C,1.54999995231628,Training
O=C1C=C(Oc2ccccc12)c3ccccc3,3.55999994277954,Training
C1CC1,1.72000002861023,Training
N#CCNc1ccccc1(C(=O)N),0.5,Training
O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CC4C(N)C4(C3))c5ccc(F)cc5(F),0.310000002384186,Training
c1ccc(cc1)C(CCC)CCCCCCC,7.59000015258789,Training
O=[N+]([O-])c1nc([nH]c1[N+](=O)[O-])C,0.769999980926514,Training
O=C(OCC(C)C)C1=CC(=O)NC(=O)N1,1.00999999046326,Training
O=C(OC)C1C(C=C(Cl)Cl)C1(C)(C),3.63000011444092,Training
O=C(Oc1cc(cc(c1)C)C)NC,2.23000001907349,Training
n1cc(c(nc1N)N)Cc2cc(OC)c(c(OC)c2)Cl,1.87000000476837,Training
O=S(=O)(N)c1cc2c(s1)S(=O)(=O)CCC2,-0.159999996423721,Training
O=C(O)c1cccc(O)c1,1.5,Training
Oc1cccc(c1(O))CCCCCCCCCCC,6.30000019073486,Training
O=C(O)c2ccc(cc2(Nc1cccc(c1)Br))Cl,5.15999984741211,Training
n1cc(nc(c1C)Cl)C,1.5,Training
O=C(N(c1c(cccc1C)C)CCCN2CCCCC2)Cc3ccccc3,5.28000020980835,Training
n1onc(c1c2ccccc2)C,2.58999991416931,Training
O=C(C)C2CCC3C4CC=C1CC(O)CCC1(C)C4(CCC23(C)),4.21999979019165,Training
O=C1NC(=O)C(C(=O)N1)(C)CC=C,0.360000014305115,Training
O=C(Oc1c(OC)c(OC)c(OC(=O)C)c2cc(ccc12)Cl)C,3.25999999046326,Training
O=C1NN=C(C(=O)N1)CC,0.219999998807907,Training
O=C(Nc1ccc(c(c1)Cl)Cl)SC,4.23000001907349,Training
O=C(N)C(n2nnc1ccccc12)C,0.349999994039536,Training
O=C1Nc3ccc(cc3(C(=NC1)c2c(F)cccc2(F)))Cl,2.6800000667572,Training
O=C(OCCc1ccccc1)N,1.5,Training
O=C(NC(=O)c1c(cccc1C)[N+](=O)[O-])Nc2ccc(cc2)Cl,3.75,Training
O=C(O)C,-0.170000001788139,Training
O=C(NCCN2CCN(c1ccccc1(OC))CC2)c3cccs3,2,Training
O=C(OC)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.8400000333786,Training
O=C(O)CC(O)CC(O)CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)(C)CC)C12)C,4.46999979019165,Training
n1ccn(c1)C(OC(COc2ccc(cc2)c3ccccc3)C(C)(C)C)=S,6.05999994277954,Training
n1cc2ccccc2([nH]1),1.76999998092651,Training
OCC3OC(n2cnc1c2(nc(nc1Cl)N))CC3,0.209999993443489,Training
Oc1cc(ccc1C2CCCC(O)C2)C(C)(C)CCC,4.82000017166138,Training
O(c1cc(cc(OC)c1(OC(C)C))CCN)C,1.51999998092651,Training
n1cc(c(nc1N)N)Cc2cc(ccc2(OC))I,2.70000004768372,Training
O=C(Nc1ccc(cc1C)c2ccc(NC(=O)CC(=O)C)c(c2)C)CC(=O)C,1.75,Training
O=C2C(=Cc1oc(cc1)[N+](=O)[O-])SC(=NC)N2C,1.41999995708466,Training
O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C,-0.0299999993294477,Training
OCCN(c1nnc(cc1)Nn2c(ccc2C)C)CC(O)C,1.29999995231628,Training
c1c2c(cc(c1Cl)Cl)c(c(c(c2Cl)Cl)Cl)Cl,7.69999980926514,Training
n1nc(oc1c2ncccc2)C,0.46000000834465,Training
O=C(OCC)CC(CO)C(c1cncn1C)CC,0.730000019073486,Training
O=C(O)c1ccc(cc1)COC,1.75999999046326,Training
O=C(Oc1cccc(c1)Cl)C,2.3199999332428,Training
O=C(OCC)NC2=NCC(c1cccc(c1C)C)N2C,2.5699999332428,Training
O=C1N=C(N)C=CN1C2OC(CO)C(F)C2,-0.889999985694885,Training
O=CNC=Cc1ccc(OC)cc1,1.94000005722046,Training
O=C(OC)C1(CCC1)S(=O)(=O)c2ccc(cc2)Br,2.45000004768372,Training
O=C(OCOc2ccccc2(C(=O)NCN1CCOCC1))C,0.270000010728836,Training
O=C(O)c1cccc(OC)c1(O),1.94000005722046,Training
O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(nc1))Cl)cc3)C,4.28000020980835,Training
O=C(N)C(n1nc2ccccc2(n1))C,0.860000014305115,Training
O=C(OC)c1ccncc1,0.870000004768372,Training
O=C(Nc1ccc(c(c1)Cl)Cl)COC,2.76999998092651,Training
O=C2N=C(NCCC)SC2(=Cc1oc(cc1)[N+](=O)[O-]),1.24000000953674,Training
O=C(NCCCO)COc2ccc(OCCNCC(O)COc1ccccc1)cc2,0.5,Training
N#CSCc1ccccc1,1.99000000953674,Training
O=C(Nc1c(cccc1C)C)C2N(C)CCCC2,1.95000004768372,Training
O=C1C(N)=C(C(=O)c2ccccc12)Cl,2.11999988555908,Training
O=[N+]([O-])c3c(nn(c1ccccc1)c3(Nc2ccc(cc2)C(F)(F)F))C,3.89000010490418,Training
n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl,3.09999990463257,Training
OCC2OC(Oc1cc(cc(c1)C)C)C(O)C(O)C2(O),0.259999990463257,Training
O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)CC,-0.300000011920929,Training
O(c1ccc(cc1(OC))CC(N)C)C,1.20000004768372,Training
c1ccc2c(c1)c(ccc2C)C,4.36999988555908,Training
c1ccc2c(c1)[nH]c3c2CC4N(C3)CCNC4,0.360000014305115,Training
O1C2(C)(CCC1(CC2)C(C)C),2.97000002861023,Training
OCCOCC,-0.319999992847443,Training
O=NN(C(=O)NC1CS(=O)(=O)CS(=O)(=O)C1)CCCl,-0.939999997615814,Training
O=CNC=1C(=O)N(C(=O)N(C=1(N))C)C,-0.639999985694885,Training
O=C(OCC(Cc1cncn1C)C(C(=O)OCc2ccccc2)CC)Cc3ccccc3,4,Training
O=C(Nc1cc(ccc1(F))C(CC)CC)N(C(=O)NC)C,4.46000003814697,Training
O=C(OC)CS(=O)(=O)c1ccc(cc1)[N+](=O)[O-],0.779999971389771,Training
O=[N+]([O-])C=Cc1ccc(O)c(OC)c1,1.87999999523163,Training
N#CC(=NNc1ccc(cc1)Cl)C(=O)C,4.09999990463257,Training
O=S(=O)(Nc1ncc(cc1)Br)c2ccc(N)cc2,2.29999995231628,Training
O=C(NCCNc1nc(n[nH]1)N)C(CC(O)C(NC(=O)C(NC(C(=O)N2CCC(OCOC)CC2)Cc3ccccc3)CCCC)CC4CCCCC4)C(C)C,4.19999980926514,Training
O=C(OCC(C)C)C=Cc1oc(cc1)[N+](=O)[O-],3.14000010490418,Training
N#CC(=NNc1cc(C#N)ccc1(C#N))C(=O)OC,2.80999994277954,Training
O=C(OC)Nc1nonc1C,0.419999986886978,Training
C#CC1(O)(CCCCC1),1.73000001907349,Training
O=CC45(CCC(O)CC5(O)(CCC2C4(CCC3(C)(C(C1=CC(=O)OC1)CCC23(O))))),0.639999985694885,Training
O=C(Oc1cccc(c1)C2(C(=O)CC)(CCN(C)CC2))OC,0.75,Training
O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl,4.28000020980835,Training
C(=NCc1ccc2ccccc2(c1))=S,4.42000007629395,Training
n2nc1cc(ccc1c(c2)C)Cl,1.98000001907349,Training
O=C(OC)CCCCCCCC=CCC=CCCCCC,6.82000017166138,Training
Fc1ccc(cc1)C2=CCNCC2,2.36999988555908,Training
O=S(=O)(Nc1ccccc1Cl)c2ccc(N)cc2,2,Training
O=C(NCCNCC(O)COCCc1ccccc1)Cc2ccccc2,1.24000000953674,Training
n1c(nc(nc1N(CC)CC)Cl)NC(C)C,3.94000005722046,Training
OCC(O)COc1ccccc1,0.699999988079071,Training
O=C(NCCO)c1cnccc1,-0.109999999403954,Training
O=C(OC)CS(=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],0.629999995231628,Training
O=C(OC)Nc1nc2cc(ccc2([nH]1))C(=O)c3ccccc3,2.82999992370605,Training
C#CCC(O)(c1cnccc1)c2ccc(cc2)C,1.83000004291534,Training
O=C1Nc3ccccc3(C(=NC1)c2ccccc2),2.1800000667572,Training
N#Cc1ccc(OP(OC)(OC)=S)cc1,2.71000003814697,Training
O=C(O)COc1ccccc1(OC),0.980000019073486,Training
O=C(OCCCc1ccc(cc1)S(=O)(=O)N)C,0.980000019073486,Training
c1ccc(cc1)c3c4ccccc4(cc2ccccc23),6.01000022888184,Training
O(c1cccc(c1)C)[Si]23(OCCN(CCO2)CCO3),0.150000005960464,Training
N#CCCOc1cccc2ccccc12,2.79999995231628,Training
O=C(Oc1ccccc1CSCC)NC,2.03999996185303,Training
O=C(Nc1c(cc(cc1C)Br)C)C,2.11999988555908,Training
n1c(nc(nc1N(C)C)N(C)C)N(C)C,2.73000001907349,Training
O(c1ccc(cc1Cl)Cl)P(OCC)(=S)SCCC,5.67000007629395,Training
O=C4OC(C)C(C)C(O)C(C(=O)C1(OC1)CC(C)C(OC2OC(C)CC(N(C)C)C2(O))C(C)C(OC3OC(C)C(O)C(OC)C3)C4C)C,1.69000005722046,Training
O=C(O)Cc2ccc(OCC1CCCCC1)c(OC)c2,3.34999990463257,Training
O=C(Nc1ccc(c(c1)Cl)Cl)CCCC,4.17000007629395,Training
n1c(OC)cc(nc1C)n2nc(cc2(OC))C,1.53999996185303,Training
c1cc(c(cc1c2c(ccc(c2Cl)Cl)Cl)Cl)Cl,6.21999979019165,Training
O=C(Nc1c(cccc1C)C)CCCC(N(CC)CC)C,2.64000010490418,Training
O=[N+]([O-])c1nccn1CC(O)COCC,0.0399999991059303,Training
O=C(N)NCC,-0.740000009536743,Training
O=[N+]([O-])c1nc(n(c1)CCO)C,-0.589999973773956,Training
O=S(=O)(N)c1cccc(N)c1,-0.379999995231628,Training
O1c3cc(c(c(c3(Oc2cc(cc(c12)Cl)Cl))Cl)Cl)Cl,6.53000020980835,Training
O=C(O)C(NC(=O)C(N)Cc2c[nH]c1ccccc12)Cc3ccc(O)cc3,-1.12999999523163,Training
N=1C(=NC(N(C=1N)c2ccc(cc2)I)(C)C)N,1.38999998569489,Training
Oc1ccc(c(c1)C)Cl,3.09999990463257,Training
O=C1Nc3ccc(cc3(C(=NC1)c2ccc(cc2)Cl))Br,3.77999997138977,Training
O=[N+]([O-])C=Cc1ccccc1[N+](=O)[O-],1.79999995231628,Training
O=C2OC3CC1=CC(OC1(=O))CC4(OC4(C(O)C3(C2(=C))))(C),-0.639999985694885,Training
n1ccc3c(c1)[nH]c2ccccc23,3.17000007629395,Training
O=C(OC)C=Cc1ccccc1,2.61999988555908,Training
O=C(ON=C(C)SC)N(C)SN(C(=O)C1CC1)C,1.70000004768372,Training
O=[N+]([O-])c1cc(c(c(c1Cl)Cl)Cl)Cl,3.9300000667572,Training
o1ccc(c1CN(C)C)C,1.62999999523163,Training
O=C1C=C2C=CC=CC2(=NN1),0.680000007152557,Training
O=C1C(=NN=C(N1(N))SC)C2CCOCC2,1.07000005245209,Training
c1ccc2c(c1)cc(C)s2,3.71000003814697,Training
OCCOc1ccccc1,1.1599999666214,Training
O=C(OCC)C(n1nc2ccccc2(n1))CC,2.88000011444092,Training
O=C(c1cnccc1)N(CC)CC,0.330000013113022,Training
N#CN=[N+]([O-])c1nccnc1,0.100000001490116,Training
N#Cc2ccc(N=NN(C)Cc1ccccc1)cc2,3.8199999332428,Training
O=[N+]([O-])c1cnc(n1C)COc2ccc(cc2)SC,2.5,Training
O=C(Nc1c(cccc1C)C)CCCC(N)C,1.4099999666214,Training
O=S(=O)(c1ccc(N)cc1)c2ccccc2(N),1.55999994277954,Training
Fc2cccc(N=C1NCCN1)c2Cl,1.51999998092651,Training
