SMILES,Experimental value,Status
O=C(O)C(c1ccc(cc1)c2nc(cs2)CC=C)C,4.110000133514404,Training
n1c3ccccc3(nc2ccccc12),2.8399999141693115,Training
O=C(OC(C)C)C(C(=O)OC(C)C)=C1SCCS1,2.880000114440918,Training
O=C1NC=C(F)C(=O)N1C(=O)c2ccccc2,0.800000011920929,Training
O=C(Nc1cccc(c1C)C)C,1.350000023841858,Training
O1CCOCCOCCOCC1,-0.03999999910593033,Training
c1ccc2c(c1)CC3(NC)(CCCCC23),3.430000066757202,Training
O=C(OC1COC1)c2ccccc2S(=O)(=O)NC(=O)Nc3nc(cc(n3)C)C,1.100000023841858,Training
O=C(O)C=Cc1ccc(OC)c(OC)c1,2.3399999141693115,Training
O=C(OCC(=O)NC(CO)(CO)CO)c1ccccc1,0.25,Training
O=C1NC(=O)C(=C(N1)C)N(CCF)CCCl,0.8500000238418579,Training
N(=C1NCCN1)c2c(cc(cc2Cl)C)Cl,1.9199999570846558,Training
O=C1N(c3ccc(cc3(C(=NC1)c2ccccc2(F)))Cl)C,2.75,Training
N#Cc1nc2ccccc2(cc1),1.600000023841858,Training
O=C(N)C(NC(=O)C(NC(=O)C(NC(=O)C)C(C)C)C)C(C)C,-0.6700000166893005,Training
O=C(NC(C(O)C)C1OC(C(O)C(O)C1(O))SCC)C2N(CC)CC(CCC)C2,1.909999966621399,Training
O=C(NCCCC)c1cnccc1,0.8999999761581421,Training
O=C1c4ccccc4(N=C3N1CN(c2ccc(cc2)C)C3C),2.1600000858306885,Training
Fc1ccc(cc1)C(O)(c2ccc(cc2)c3ccccc3)Cn4cncc4,4.230000019073486,Training
O=C(O)CCC(=O)NN(C)C,-1.5,Training
O=C(NCC1N(CC=C)CCC1)c2cc3[nH]nnc3(cc2(OC)),1.7899999618530273,Training
O=C(O)CCCc2c[nH]c1ccccc12,2.299999952316284,Training
O=C(OCC)c1cnncc1,0.23000000417232513,Training
O=C1C=C(C)C2CC1C2(C)(C),2.2300000190734863,Training
O=C3c1ccccc1C(=O)C3(c2ccc(cc2)C(C)(C)C),4.880000114440918,Training
O=[N+]([O-])c1cc(cc(c1)Cl)Cl,3.0899999141693115,Training
N1=C(OC(C1)COc2cccc(c2)N(C)C)N,1.399999976158142,Training
O=C(NCCN1CCOCC1)CC(O)C(NC(=O)C(NC(=O)C(Cc2ccc3ccccc3(c2))Cc5cccc4ccccc45)CC#CCNC(=N)N[N+](=O)[O-])CC6CCCCC6,4.730000019073486,Training
O=C(OCC)c1ccc(cc1)S(=O)(=O)N,1.1699999570846558,Training
O=C(OCC)c1oc2ccccc2(c1),3.049999952316284,Training
n1cccc(c1)CCCN,0.4399999976158142,Training
O=C(NC(C1OC(C(O)C(O)C1(O))SC)C(C)Cl)C2N(C)CC(CCC)C2,2.1600000858306885,Training
O=C(c2ccnc1cc(ccc12)Cl)C,2.619999885559082,Training
O=C(Nc1cc(c(c(c1)C)Br)C)N(C)C,2.9200000762939453,Training
C(N(CC)CC)(=S)SSC(N(CC)CC)=S,3.880000114440918,Training
O=C(O)C4=C(CSc1nncs1)CSC3N4(C(=O)C3(NC(=O)Cn2nnnc2)),-0.6700000166893005,Training
O=C(NC(C(O)C)C1OC(C(O)C(O)C1(O))SC)C2N(CC)CC(CCC)C2,1.0199999809265137,Training
O=C(OC(c1ccc(OC)cc1)C(Cl)(Cl)Cl)C,3.7200000286102295,Training
CCCC,2.890000104904175,Training
O=C(NN(C(=O)c1ccccc1Cl)C(C)(C)C)c2ccccc2Cl,2.75,Training
O=S(=O)(N(c1ccccc1)C)C,1.0199999809265137,Training
O=C2N6c1ccc(cc1C57(CCN4CC3=CCOC(C2)C(C3CC45)C67))[N+](=O)[O-],1.6100000143051147,Training
n1ccnc(c1OCC)C,1.8200000524520874,Training
O=C(N)NOCc1ccc(cc1[N+](=O)[O-])S(=O)(=O)N(C)CCNC,0.44999998807907104,Training
O=C(N)c1ccc(N=NN(C)C(C)C)cc1,2.0199999809265137,Training
O=C(OC)c1cc(ccc1[N+](=O)[O-])S(=O)(=O)c2ccc(cc2Cl)C(F)(F)F,3.569999933242798,Training
O=C1c3ccccc3(C(=O)c2c(N)cccc12),3.740000009536743,Training
FC(F)(F)c2cccc(OC1OC(CO)C(O)C(O)C1(O))c2,0.49000000953674316,Training
O=C(OCC)C(=Cc1ccc(cc1Cl)Cl)C(=O)C,3.6700000762939453,Training
C(=C)=C,1.4500000476837158,Training
O=C1NC(=O)N(C=C1(F))C(=O)NCCCC,1.440000057220459,Training
O=S(=O)(NCCSP(OC(C)C)(OC(C)C)=S)c1ccccc1,4.199999809265137,Training
O=C(N)C(NC(=O)C(NC(=O)C(NC(=O)C)C(C)CC)Cc1ccccc1)C,0.5199999809265137,Training
O=S(c3ccc(c1nc2ncc(N)cc2([nH]1))c(OC)c3)C,0.33000001311302185,Training
n1c(nc(nc1NC2CCC2)Cl)NCC,2.7699999809265137,Training
O=C(OCCCCC)NC,1.9600000381469727,Training
O=C(C=C)NCCN1CCOCC1,-0.550000011920929,Training
O=C(OC(C)C)C=C(C=CCC(C)CCCC(OC)(C)C)C,5.5,Training
O=C(Oc1ccccc1CC)C,2.4200000762939453,Training
O=C(NC1CC1)c2cc(cc(c2(O))C)Br,3.799999952316284,Training
O=C(OC)CSc1ccccc1[N+](=O)[O-],1.8799999952316284,Training
O=C(OCC)Nc1ccccc1,2.299999952316284,Training
c1cc(c(cc1Cl)c2cc(c(cc2Cl)Cl)Cl)Cl,6.800000190734863,Training
O=C(O)C(Cl)Cl,0.9200000166893005,Training
O=C(Oc1ccccc1Cl)c2ccc(N)cc2(O),3.7200000286102295,Training
O=C(OCCCCC)C(C(=O)OCCCCC)=C1SCCS1,5.599999904632568,Training
CC1CCCCC1,3.609999895095825,Training
O=C(O)Cc1ccc(cc1)CCCCC,3.75,Training
O=C(C)C(C)CN1CCCCC1,1.2799999713897705,Training
n2ccc(Nc1ccc(OC)cc1)c3ccc(cc23)Cl,4.940000057220459,Training
O=C(O)C=Cc1ccc2OCOc2(c1),2.5899999141693115,Training
O=C(c1ccc(cc1)C(O)(c2ccc(cc2)c3ccncc3)Cn4cncc4)C,2.4100000858306885,Training
O=C1OCCN1N(C(=O)COC)c2c(cccc2C)C,0.800000011920929,Training
OCC2OC(Oc1ccc(N)cc1)C(O)C(O)C2(O),-2.6700000762939453,Training
O=C(N)c1cccc(OC)c1,0.8500000238418579,Training
N#Cc1cc(cnc1N2CCCC2)c3ccncc3,2.950000047683716,Training
O=C(N)c1nonc1C,0.3100000023841858,Training
O=C(Nc1ccccc1(O))C,0.7200000286102295,Training
O=P(N(N=Cc1ccc(cc1)Cl)c2ccccc2)(N3CC3)N4CC4,0.3499999940395355,Training
O=C(C=Cc1ccc(cc1)C(F)(F)F)C,3.130000114440918,Training
O=C(OCCC)c1cocc1,2.359999895095825,Training
O=C1OC3(c2ccccc12)(CCCC3),2.559999942779541,Training
O(Cc1ccccc1C)C3CC2(OC3(C)(CC2))C(C)C,4.619999885559082,Training
O=S(=O)(c1cccc(OC)c1)C,0.7599999904632568,Training
N(c1cc(ccc1Cl)C)=C2NCCN2,1.8300000429153442,Training
n1c3cc(ccc3([nH]c1Cc2ccc(cc2)Cl))Cl,5.179999828338623,Training
O=C2NC(=O)C(c1ccccc1)(C(=O)N2C(C)C)CC,2.5799999237060547,Training
O=C(NCNCC(C)C)c1ccccc1,1.7300000190734863,Training
C1=C(C)CCC2C1C2(C)(C),4.440000057220459,Training
O=C(O)c1ccc(N)cc1(OCCC),1.5299999713897705,Training
O=S(=O)(N)c2cc1c(N=CNS1(=O)(=O))cc2(F),-0.28999999165534973,Training
O=C1NC(=O)N(C=C1(F))Cc2ccc(cc2)Cl,1.6399999856948853,Training
Fc1cccc(c1)C2OCCNC2,1.4199999570846558,Training
O=C(OCC)c1cncnc1,0.5199999809265137,Training
O=C(Oc1ccccc1[N+](=O)[O-])C,1.5499999523162842,Training
O=C1C=C(Oc2ccccc12)c3ccccc3,3.559999942779541,Training
C1CC1,1.7200000286102295,Training
N#CCNc1ccccc1(C(=O)N),0.5,Training
O=C(O)C1=CN(c2nc(c(F)cc2(C1(=O)))N3CC4C(N)C4(C3))c5ccc(F)cc5(F),0.3100000023841858,Training
c1ccc(cc1)C(CCC)CCCCCCC,7.590000152587891,Training
O=[N+]([O-])c1nc([nH]c1[N+](=O)[O-])C,0.7699999809265137,Training
O=C(OCC(C)C)C1=CC(=O)NC(=O)N1,1.0099999904632568,Training
O=C(OC)C1C(C=C(Cl)Cl)C1(C)(C),3.630000114440918,Training
O=C(Oc1cc(cc(c1)C)C)NC,2.2300000190734863,Training
n1cc(c(nc1N)N)Cc2cc(OC)c(c(OC)c2)Cl,1.8700000047683716,Training
O=S(=O)(N)c1cc2c(s1)S(=O)(=O)CCC2,-0.1599999964237213,Training
O=C(O)c1cccc(O)c1,1.5,Training
Oc1cccc(c1(O))CCCCCCCCCCC,6.300000190734863,Training
O=C(O)c2ccc(cc2(Nc1cccc(c1)Br))Cl,5.159999847412109,Training
n1cc(nc(c1C)Cl)C,1.5,Training
O=C(N(c1c(cccc1C)C)CCCN2CCCCC2)Cc3ccccc3,5.28000020980835,Training
n1onc(c1c2ccccc2)C,2.5899999141693115,Training
O=C(C)C2CCC3C4CC=C1CC(O)CCC1(C)C4(CCC23(C)),4.21999979019165,Training
O=C1NC(=O)C(C(=O)N1)(C)CC=C,0.36000001430511475,Training
O=C(Oc1c(OC)c(OC)c(OC(=O)C)c2cc(ccc12)Cl)C,3.259999990463257,Training
O=C1NN=C(C(=O)N1)CC,0.2199999988079071,Training
O=C(Nc1ccc(c(c1)Cl)Cl)SC,4.230000019073486,Training
O=C(N)C(n2nnc1ccccc12)C,0.3499999940395355,Training
O=C1Nc3ccc(cc3(C(=NC1)c2c(F)cccc2(F)))Cl,2.680000066757202,Training
O=C(OCCc1ccccc1)N,1.5,Training
O=C(NC(=O)c1c(cccc1C)[N+](=O)[O-])Nc2ccc(cc2)Cl,3.75,Training
O=C(O)C,-0.17000000178813934,Training
O=C(NCCN2CCN(c1ccccc1(OC))CC2)c3cccs3,2.0,Training
O=C(OC)c1cc(cc(c1)[N+](=O)[O-])[N+](=O)[O-],1.840000033378601,Training
O=C(O)CC(O)CC(O)CCC2C(C=CC1=CC(C)CC(OC(=O)C(C)(C)CC)C12)C,4.46999979019165,Training
n1ccn(c1)C(OC(COc2ccc(cc2)c3ccccc3)C(C)(C)C)=S,6.059999942779541,Training
n1cc2ccccc2([nH]1),1.7699999809265137,Training
OCC3OC(n2cnc1c2(nc(nc1Cl)N))CC3,0.20999999344348907,Training
Oc1cc(ccc1C2CCCC(O)C2)C(C)(C)CCC,4.820000171661377,Training
O(c1cc(cc(OC)c1(OC(C)C))CCN)C,1.5199999809265137,Training
n1cc(c(nc1N)N)Cc2cc(ccc2(OC))I,2.700000047683716,Training
O=C(Nc1ccc(cc1C)c2ccc(NC(=O)CC(=O)C)c(c2)C)CC(=O)C,1.75,Training
O=C2C(=Cc1oc(cc1)[N+](=O)[O-])SC(=NC)N2C,1.4199999570846558,Training
O=C(NC(CO)C(O)c1ccc(cc1)[N+](=O)[O-])C,-0.029999999329447746,Training
OCCN(c1nnc(cc1)Nn2c(ccc2C)C)CC(O)C,1.2999999523162842,Training
c1c2c(cc(c1Cl)Cl)c(c(c(c2Cl)Cl)Cl)Cl,7.699999809265137,Training
n1nc(oc1c2ncccc2)C,0.46000000834465027,Training
O=C(OCC)CC(CO)C(c1cncn1C)CC,0.7300000190734863,Training
O=C(O)c1ccc(cc1)COC,1.7599999904632568,Training
O=C(Oc1cccc(c1)Cl)C,2.319999933242798,Training
O=C(OCC)NC2=NCC(c1cccc(c1C)C)N2C,2.569999933242798,Training
O=C1N=C(N)C=CN1C2OC(CO)C(F)C2,-0.8899999856948853,Training
O=CNC=Cc1ccc(OC)cc1,1.940000057220459,Training
O=C(OC)C1(CCC1)S(=O)(=O)c2ccc(cc2)Br,2.450000047683716,Training
O=C(OCOc2ccccc2(C(=O)NCN1CCOCC1))C,0.27000001072883606,Training
O=C(O)c1cccc(OC)c1(O),1.940000057220459,Training
O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(nc1))Cl)cc3)C,4.28000020980835,Training
O=C(N)C(n1nc2ccccc2(n1))C,0.8600000143051147,Training
O=C(OC)c1ccncc1,0.8700000047683716,Training
O=C(Nc1ccc(c(c1)Cl)Cl)COC,2.7699999809265137,Training
O=C2N=C(NCCC)SC2(=Cc1oc(cc1)[N+](=O)[O-]),1.2400000095367432,Training
O=C(NCCCO)COc2ccc(OCCNCC(O)COc1ccccc1)cc2,0.5,Training
N#CSCc1ccccc1,1.9900000095367432,Training
O=C(Nc1c(cccc1C)C)C2N(C)CCCC2,1.9500000476837158,Training
O=C1C(N)=C(C(=O)c2ccccc12)Cl,2.119999885559082,Training
O=[N+]([O-])c3c(nn(c1ccccc1)c3(Nc2ccc(cc2)C(F)(F)F))C,3.890000104904175,Training
n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl,3.0999999046325684,Training
OCC2OC(Oc1cc(cc(c1)C)C)C(O)C(O)C2(O),0.25999999046325684,Training
O=C(O)C1=CN(c2c(F)c(c(F)cc2(C1(=O)))N3CCNC(C)C3)CC,-0.30000001192092896,Training
O(c1ccc(cc1(OC))CC(N)C)C,1.2000000476837158,Training
c1ccc2c(c1)c(ccc2C)C,4.369999885559082,Training
c1ccc2c(c1)[nH]c3c2CC4N(C3)CCNC4,0.36000001430511475,Training
O1C2(C)(CCC1(CC2)C(C)C),2.9700000286102295,Training
OCCOCC,-0.3199999928474426,Training
O=NN(C(=O)NC1CS(=O)(=O)CS(=O)(=O)C1)CCCl,-0.9399999976158142,Training
O=CNC=1C(=O)N(C(=O)N(C=1(N))C)C,-0.6399999856948853,Training
O=C(OCC(Cc1cncn1C)C(C(=O)OCc2ccccc2)CC)Cc3ccccc3,4.0,Training
O=C(Nc1cc(ccc1(F))C(CC)CC)N(C(=O)NC)C,4.460000038146973,Training
O=C(OC)CS(=O)(=O)c1ccc(cc1)[N+](=O)[O-],0.7799999713897705,Training
O=[N+]([O-])C=Cc1ccc(O)c(OC)c1,1.8799999952316284,Training
N#CC(=NNc1ccc(cc1)Cl)C(=O)C,4.099999904632568,Training
O=S(=O)(Nc1ncc(cc1)Br)c2ccc(N)cc2,2.299999952316284,Training
O=C(NCCNc1nc(n[nH]1)N)C(CC(O)C(NC(=O)C(NC(C(=O)N2CCC(OCOC)CC2)Cc3ccccc3)CCCC)CC4CCCCC4)C(C)C,4.199999809265137,Training
O=C(OCC(C)C)C=Cc1oc(cc1)[N+](=O)[O-],3.140000104904175,Training
N#CC(=NNc1cc(C#N)ccc1(C#N))C(=O)OC,2.809999942779541,Training
O=C(OC)Nc1nonc1C,0.41999998688697815,Training
C#CC1(O)(CCCCC1),1.7300000190734863,Training
O=CC45(CCC(O)CC5(O)(CCC2C4(CCC3(C)(C(C1=CC(=O)OC1)CCC23(O))))),0.6399999856948853,Training
O=C(Oc1cccc(c1)C2(C(=O)CC)(CCN(C)CC2))OC,0.75,Training
O=C(OC)c1c(c(c(C(=O)OC)c(c1Cl)Cl)Cl)Cl,4.28000020980835,Training
C(=NCc1ccc2ccccc2(c1))=S,4.420000076293945,Training
n2nc1cc(ccc1c(c2)C)Cl,1.9800000190734863,Training
O=C(OC)CCCCCCCC=CCC=CCCCCC,6.820000171661377,Training
Fc1ccc(cc1)C2=CCNCC2,2.369999885559082,Training
O=S(=O)(Nc1ccccc1Cl)c2ccc(N)cc2,2.0,Training
O=C(NCCNCC(O)COCCc1ccccc1)Cc2ccccc2,1.2400000095367432,Training
n1c(nc(nc1N(CC)CC)Cl)NC(C)C,3.940000057220459,Training
OCC(O)COc1ccccc1,0.699999988079071,Training
O=C(NCCO)c1cnccc1,-0.10999999940395355,Training
O=C(OC)CS(=O)c1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],0.6299999952316284,Training
O=C(OC)Nc1nc2cc(ccc2([nH]1))C(=O)c3ccccc3,2.8299999237060547,Training
C#CCC(O)(c1cnccc1)c2ccc(cc2)C,1.8300000429153442,Training
O=C1Nc3ccccc3(C(=NC1)c2ccccc2),2.180000066757202,Training
N#Cc1ccc(OP(OC)(OC)=S)cc1,2.7100000381469727,Training
O=C(O)COc1ccccc1(OC),0.9800000190734863,Training
O=C(OCCCc1ccc(cc1)S(=O)(=O)N)C,0.9800000190734863,Training
c1ccc(cc1)c3c4ccccc4(cc2ccccc23),6.010000228881836,Training
O(c1cccc(c1)C)[Si]23(OCCN(CCO2)CCO3),0.15000000596046448,Training
N#CCCOc1cccc2ccccc12,2.799999952316284,Training
O=C(Oc1ccccc1CSCC)NC,2.0399999618530273,Training
O=C(Nc1c(cc(cc1C)Br)C)C,2.119999885559082,Training
n1c(nc(nc1N(C)C)N(C)C)N(C)C,2.7300000190734863,Training
O(c1ccc(cc1Cl)Cl)P(OCC)(=S)SCCC,5.670000076293945,Training
O=C4OC(C)C(C)C(O)C(C(=O)C1(OC1)CC(C)C(OC2OC(C)CC(N(C)C)C2(O))C(C)C(OC3OC(C)C(O)C(OC)C3)C4C)C,1.690000057220459,Training
O=C(O)Cc2ccc(OCC1CCCCC1)c(OC)c2,3.3499999046325684,Training
O=C(Nc1ccc(c(c1)Cl)Cl)CCCC,4.170000076293945,Training
n1c(OC)cc(nc1C)n2nc(cc2(OC))C,1.5399999618530273,Training
c1cc(c(cc1c2c(ccc(c2Cl)Cl)Cl)Cl)Cl,6.21999979019165,Training
O=C(Nc1c(cccc1C)C)CCCC(N(CC)CC)C,2.640000104904175,Training
O=[N+]([O-])c1nccn1CC(O)COCC,0.03999999910593033,Training
O=C(N)NCC,-0.7400000095367432,Training
O=[N+]([O-])c1nc(n(c1)CCO)C,-0.5899999737739563,Training
O=S(=O)(N)c1cccc(N)c1,-0.3799999952316284,Training
O1c3cc(c(c(c3(Oc2cc(cc(c12)Cl)Cl))Cl)Cl)Cl,6.53000020980835,Training
O=C(O)C(NC(=O)C(N)Cc2c[nH]c1ccccc12)Cc3ccc(O)cc3,-1.1299999952316284,Training
N=1C(=NC(N(C=1N)c2ccc(cc2)I)(C)C)N,1.3899999856948853,Training
Oc1ccc(c(c1)C)Cl,3.0999999046325684,Training
O=C1Nc3ccc(cc3(C(=NC1)c2ccc(cc2)Cl))Br,3.7799999713897705,Training
O=[N+]([O-])C=Cc1ccccc1[N+](=O)[O-],1.7999999523162842,Training
O=C2OC3CC1=CC(OC1(=O))CC4(OC4(C(O)C3(C2(=C))))(C),-0.6399999856948853,Training
n1ccc3c(c1)[nH]c2ccccc23,3.1700000762939453,Training
O=C(OC)C=Cc1ccccc1,2.619999885559082,Training
O=C(ON=C(C)SC)N(C)SN(C(=O)C1CC1)C,1.7000000476837158,Training
O=[N+]([O-])c1cc(c(c(c1Cl)Cl)Cl)Cl,3.930000066757202,Training
o1ccc(c1CN(C)C)C,1.6299999952316284,Training
O=C1C=C2C=CC=CC2(=NN1),0.6800000071525574,Training
O=C1C(=NN=C(N1(N))SC)C2CCOCC2,1.0700000524520874,Training
c1ccc2c(c1)cc(C)s2,3.7100000381469727,Training
OCCOc1ccccc1,1.159999966621399,Training
O=C(OCC)C(n1nc2ccccc2(n1))CC,2.880000114440918,Training
O=C(c1cnccc1)N(CC)CC,0.33000001311302185,Training
N#CN=[N+]([O-])c1nccnc1,0.10000000149011612,Training
